"","Language","GB257","GB260","GB262","GB263","GB264","GB285","GB286","GB291","GB297","Marking","Particles","Position","Latitude","Longitude"
"261","bodo1269","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",26.1,92
"262","bodo1272","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",6,26
"263","boht1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",41.459,45.084
"264","boka1249","?","0","0","1","0","0","0","0","?","ParticleOnly","Particle","Final",28.61433,94.066429
"265","bola1250","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-5.55792,150.095
"266","bolg1251","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.9025,18.8076
"267","boli1256","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",16.3071,119.853
"268","bolo1262","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",0.83463,18.4555
"269","boly1239","?","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",24.7013,104.955
"270","bomb1262","?","?","?","?","?","?","?","1","?","ToneOnly","No particle","No particle",2.40195,18.7841
"271","bomk1234","0","?","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",9.27518,-11.59696
"272","bona1250","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",35.6972,102.995
"273","bond1245","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",19.1512,83.8141
"274","bond1247","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-5.10749,38.5079
"275","bong1284","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",0.37063,16.6079
"276","bong1285","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",7.4145,27.9918
"277","bong1289","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",7.29249,117.174
"278","bora1263","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",-2.000259,-72.257066
"279","bord1248","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",7.92993,-77.1664
"280","bori1243","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",27.62812,94.3538
"281","boro1277","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",10.6596,35.345
"282","boro1282","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",-16.6029,-55.2004
"283","boru1252","1","?","0","?","0","0","0","0","0","IntonationOnly","No particle","No particle",8.88093,-83.2124
"284","boto1242","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",15.2315,120.164
"285","boun1243","1","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",8.46011,-2.74627
"286","boun1245","?","?","0","?","0","?","?","0","?","UnknownQuestionMarking","No particle","No particle",-5.8626,144.086
"287","brah1256","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",29.04,66.56
"288","bret1244","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",48.2452,-3.78934
"289","brib1243","1","1","0","0","0","0","0","?","0","MultipleStrategies","No particle","No particle",9.39794,-83.0539
"290","bube1242","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",3.53638,8.68929
"291","bubi1250","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-1.16762,12.32251
"292","budu1248","1","0","0","?","0","0","?","0","0","IntonationOnly","No particle","No particle",41.2272,48.3353
"293","budu1265","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",13.0692,14.4492
"294","budz1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",2.19951,22.6107
"295","buga1247","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",23.6124,104.963
"296","buga1250","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-6.67519,147.32
"297","bugh1239","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-8.47948,159.802
"298","bugi1244","1","0","?","?","0","0","1","0","0","MultipleStrategies","No particle","No particle",-4.47,119.977
"299","bugl1243","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",8.57695,-81.25648
"300","bugu1246","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",27.1929556,92.4713002
"301","buhu1237","?","?","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",-10.5074,150.18
"302","bujh1238","1","0","0","1","1","0","0","0","?","MultipleStrategies","Particle","Multiple",28.0084,84.5068
"303","buka1257","1","0","0","0","0","?","?","0","?","IntonationOnly","No particle","No particle",0.96817,110.657
"304","bula1255","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",-21.02656922,138.1566659
"305","bull1247","1","0","0","0","0","0","0","1","0","MultipleStrategies","No particle","No particle",9,-13.16
"306","bulo1242","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",11.9777,106.798
"307","bulu1251","0","0","1","1","?","0","0","0","0","ParticleOnly","Particle","Multiple",3.16141,11.6365
"308","buna1276","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-10.0761,151.066
"309","bund1253","1","1","1","0","0","0","0","0","?","MultipleStrategies","Particle","Initial",24.8982,78.9542
"310","buol1237","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",0.97727,121.519
"311","bura1292","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.4822,12.3007
"312","bure1242","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.4603,10.4554
"313","burj1242","0","0","0","1","1","1","0","0","1","MultipleStrategies","Particle","Multiple",4.44624,38.4646
"314","burm1264","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-2.47582,138.203
"315","buru1296","1","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",36.2161,74.8236
"316","buru1320","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-5.21369,35.963
"317","busa1253","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",9.91074,4.39929
"318","bush1247","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-4.69463,21.4556
"319","buta1242","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-4.471696,152.245674
"320","buwa1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.6151,13.8838
"321","bwai1242","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",-9.51158,150.297
"322","bwat1240","?","0","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",-21.3777,165.076
"323","byan1241","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",29.92002,80.63653
"324","caac1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-20.4114,164.578
"325","cabe1245","0","0","0","0","0","0","1","?","0","MorphOnly","No particle","No particle",9.67031,-83.4102
"326","caca1249","0","0","0","0","1","0","1","0","0","MultipleStrategies","Particle","Other",-8.70232,-75.4206
"327","cacu1241","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",0.88778,-69.5659
"328","cahu1264","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",33.5324,-116.691
"329","cakf1236","0","0","0","1","0","0","0","?","0","ParticleOnly","Particle","Final",9.00924,9.16071
"330","cald1236","?","?","0","0","0","0","1","0","1","MultipleStrategies","No particle","No particle",-0.36205,-78.2587
"331","caml1239","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",27.3371,86.7612
"332","camp1261","1","1","1","0","0","0","0","0","?","MultipleStrategies","Particle","Initial",39.0566,9.03935
"333","cams1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",1.14537,-76.8931
"334","cane1242","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",-6.10712,-45.1299
"335","cani1243","?","?","?","?","?","?","?","?","0","UnknownQuestionMarking","No particle","No particle",-14.3058,-64.944455
"336","caom1238","1","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",26.2236,109.547
"337","capa1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-6.63254,-74.3813
"338","cari1276","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",5.62695,-54.6305
"339","carn1240","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",9.18853,92.7671
"340","caro1242","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",15.205,145.765
"341","casi1235","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",16.2176,121.878
"342","cata1286","?","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",34.9685,-80.8857
"343","cavi1250","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",-13.3544,-66.6277
"344","cayu1262","1","?","?","?","?","?","?","?","?","IntonationOnly","No particle","No particle",-13.2482,-65.4822
"345","cemu1238","1","0","0","0","0","0","0","?","0","IntonationOnly","No particle","No particle",-20.8489,165.13
"346","cent1989","?","0","0","1","0","?","0","0","0","ParticleOnly","Particle","Final",12.0515,105.015
"347","cent1990","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",7.94812,93.3921
"348","cent1992","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",12.6313,107.301
"349","cent2004","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",26.1666,99.7052
"350","cent2050","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",11.8,13.13
"351","cent2058","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-15.0784,168.135
"352","cent2084","0","0","1","0","1","0","0","0","0","ParticleOnly","Particle","Multiple",17.9571,121.857
"353","cent2087","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",13.7574,123.403
"354","cent2090","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",10.6519,119.338
"355","cent2091","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",8.77013,117.838
"356","cent2100","1","?","?","?","?","?","?","?","?","IntonationOnly","No particle","No particle",6.02998,116.681
"357","cent2126","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",26.14854,127.7816
"358","cent2127","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",60.3062,-161.486
"359","cent2131","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",27.5648,-107.154
"360","cent2140","?","0","0","0","1","0","0","0","?","ParticleOnly","Particle","Other",38.0812,-120.257
"361","cent2142","0","0","1","1","1","0","1","0","0","MultipleStrategies","Particle","Multiple",-17,-68.5
"362","cent2150","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",6.8867,-72.097
"363","cent2292","1","0","1","1","0","1","0","0","0","MultipleStrategies","Particle","Multiple",17.08,120.92
"364","cent2314","0","0","1","1","0","0","0","0","0","ParticleOnly","Particle","Multiple",12.608611,102.270556
"365","cent2322","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",61.1432,62.4023
"366","chac1249","1","0","0","0","0","0","1","0","?","MultipleStrategies","No particle","No particle",0.71489,-79.0508
"367","chac1251","0","0","0","0","1","0","1","0","0","MultipleStrategies","Particle","Other",-12.133,-66.7164
"368","chad1249","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",14.67,13.5
"369","chak1270","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",21.4134,92.5953
"370","chak1271","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",9.83446,-1.90181
"371","chal1275","1","0","0","0","0","?","?","0","0","IntonationOnly","No particle","No particle",37.0972,43.5027
"372","cham1309","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",42.5024,45.995
"373","cham1312","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",13.438011,144.74474
"374","cham1315","0","0","0","0","0","0","0","0","?","UnknownQuestionMarking","No particle","No particle",-20.5899,-58.2005
"375","chan1313","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",26.4336,94.9536
"376","chao1238","0","0","0","0","1","0","0","0","1","MultipleStrategies","Particle","Other",23.666667,116.633333
"377","char1269","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",6.63946,36.4192
"378","chas1234","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",26.1,98.75
"379","chec1245","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",43.5,45.5
"380","chek1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-8.27055,159.625
"381","chen1255","0","0","0","0","0","0","?","0","0","UnknownQuestionMarking","No particle","No particle",15.8787,79.2534
"382","chep1245","1","0","0","0","0","0","0","0","1","MultipleStrategies","No particle","No particle",27.7206,84.9017
"383","cher1273","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",35.4664,-83.163
"384","chey1247","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",45.5321,-106.659
"385","chhi1245","?","?","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",26.961,87.1899
"386","chib1270","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",6.24999,-74.1666
"387","chic1270","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",34,-88
"388","chil1280","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",51.98952,-123.24458
"389","chim1301","?","0","0","0","0","0","1","?","0","MorphOnly","No particle","No particle",41,-123
"390","chim1302","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-1.36727,-78.8521
"391","chim1309","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",10.1902,-74.2559
"392","chim1312","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",1.111787,44.026991
"393","chin1286","0","0","0","0","1","0","0","0","?","ParticleOnly","Particle","Other",45.1729,-119.166
"394","chip1241","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",47.347,-94.2738
"395","chip1261","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",58.98,-104.44
"396","chiq1248","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-16.769554,-61.817795
"397","chir1283","0","0","0","1","1","0","1","0","0","MultipleStrategies","Particle","Multiple",25.4643,94.4072
"398","chit1248","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",30.3386,-90.9123
"399","choc1275","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",27.46961,91.21954
"400","choc1276","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",32.25,-88.5
